code,description,severity,affected_system,symptoms,impact,recommendation
P2179,System Too Lean Off Idle Bank 2,Low,Vehicle Speed & Control,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P217A,Fuel Injector Group G Supply Voltage Circuit/Open,Low,Fuel & Emission,"[""Poor fuel economy"", ""Electrical issues"", ""Rough idle"", ""Starting problems""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P217B,Fuel Injector Group G Supply Voltage Circuit Low,Low,Fuel & Emission,"[""Poor fuel economy"", ""Electrical issues"", ""Rough idle"", ""Starting problems""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P217C,Fuel Injector Group G Supply Voltage Circuit High,Low,Fuel & Emission,"[""Poor fuel economy"", ""Electrical issues"", ""Rough idle"", ""Starting problems""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P217D,Fuel Injector Group H Supply Voltage Circuit/Open,Low,Fuel & Emission,"[""Poor fuel economy"", ""Electrical issues"", ""Rough idle"", ""Starting problems""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P217E,Fuel Injector Group H Supply Voltage Circuit Low,Low,Fuel & Emission,"[""Poor fuel economy"", ""Electrical issues"", ""Rough idle"", ""Starting problems""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P217F,Fuel Injector Group H Supply Voltage Circuit High,Low,Fuel & Emission,"[""Poor fuel economy"", ""Electrical issues"", ""Rough idle"", ""Starting problems""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P2180,System Too Rich Off Idle Bank 2,Low,Vehicle Speed & Control,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P2181,Cooling System Performance,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P2182,Engine Coolant Temperature Sensor 2 Circuit,Critical,Cooling System,"[""Temperature gauge high"", ""Engine overheating""]",Risk of engine overheating and severe damage,Stop driving immediately and seek emergency repair
P2183,Engine Coolant Temperature Sensor 2 Circuit Range/Performance,Critical,Cooling System,"[""Temperature gauge high"", ""Engine overheating""]",Risk of engine overheating and severe damage,Stop driving immediately and seek emergency repair
P2184,Engine Coolant Temperature Sensor 2 Circuit Low,Critical,Cooling System,"[""Temperature gauge high"", ""Engine overheating""]",Risk of engine overheating and severe damage,Stop driving immediately and seek emergency repair
P2185,Engine Coolant Temperature Sensor 2 Circuit High,Critical,Cooling System,"[""Temperature gauge high"", ""Engine overheating""]",Risk of engine overheating and severe damage,Stop driving immediately and seek emergency repair
P2186,Engine Coolant Temperature Sensor 2 Circuit Intermittent/Erratic,Critical,Cooling System,"[""Temperature gauge high"", ""Engine overheating""]",Risk of engine overheating and severe damage,Stop driving immediately and seek emergency repair
P2187,System Too Lean at Idle Bank 1,Low,Vehicle Speed & Control,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P2188,System Too Rich at Idle Bank 1,Low,Vehicle Speed & Control,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P2189,System Too Lean at Idle Bank 2,Low,Vehicle Speed & Control,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P218A,Throttle Actuator B Control System - Idle Position Not Learned,Low,Vehicle Speed & Control,"[""Hesitation on acceleration"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P218B,Throttle/Fuel Inhibit B Circuit,Low,Fuel & Emission,"[""Poor fuel economy"", ""Hesitation on acceleration"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P218C,Throttle/Fuel Inhibit B Circuit Range/Performance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Hesitation on acceleration"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P218D,Throttle/Fuel Inhibit B Circuit Low,Low,Fuel & Emission,"[""Poor fuel economy"", ""Hesitation on acceleration"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P218E,Throttle/Fuel Inhibit B Circuit High,Low,Fuel & Emission,"[""Poor fuel economy"", ""Hesitation on acceleration"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P218F,Reductant No Flow Detected,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P2190,System Too Rich at Idle Bank 2,Low,Vehicle Speed & Control,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P2191,System Too Lean at Higher Load Bank 1,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P2192,System Too Rich at Higher Load Bank 1,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P2193,System Too Lean at Higher Load Bank 2,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P2194,System Too Rich at Higher Load Bank 2,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P2195,O2 Sensor Signal Biased/Stuck Lean Bank 1 Sensor 1,Medium,Fuel & Emission,"[""Poor fuel economy"", ""Failed emissions test""]",Poor fuel economy and increased emissions,Schedule service within 1-2 weeks; monitor vehicle behavior
P2196,O2 Sensor Signal Biased/Stuck Rich Bank 1 Sensor 1,Medium,Fuel & Emission,"[""Poor fuel economy"", ""Failed emissions test""]",Poor fuel economy and increased emissions,Schedule service within 1-2 weeks; monitor vehicle behavior
P2197,O2 Sensor Signal Biased/Stuck Lean Bank 2 Sensor 1,Medium,Fuel & Emission,"[""Poor fuel economy"", ""Failed emissions test""]",Poor fuel economy and increased emissions,Schedule service within 1-2 weeks; monitor vehicle behavior
P2198,O2 Sensor Signal Biased/Stuck Rich Bank 2 Sensor 1,Medium,Fuel & Emission,"[""Poor fuel economy"", ""Failed emissions test""]",Poor fuel economy and increased emissions,Schedule service within 1-2 weeks; monitor vehicle behavior
P2199,Intake Air Temperature Sensor 1/2 Correlation,Low,Fuel & Emission,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P219A,Bank 1 Air-Fuel Ratio Imbalance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P219B,Bank 2 Air-Fuel Ratio Imbalance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P219C,Cylinder 1 Air-Fuel Ratio Imbalance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P219D,Cylinder 2 Air-Fuel Ratio Imbalance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P219E,Cylinder 3 Air-Fuel Ratio Imbalance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P219F,Cylinder 4 Air-Fuel Ratio Imbalance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P21A0,Cylinder 5 Air-Fuel Ratio Imbalance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P21A1,Cylinder 6 Air-Fuel Ratio Imbalance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P21A2,Cylinder 7 Air-Fuel Ratio Imbalance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P21A3,Cylinder 8 Air-Fuel Ratio Imbalance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P21A4,Cylinder 9 Air-Fuel Ratio Imbalance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P21A5,Cylinder 10 Air-Fuel Ratio Imbalance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P21A6,Cylinder 11 Air-Fuel Ratio Imbalance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P21A7,Cylinder 12 Air-Fuel Ratio Imbalance,Low,Fuel & Emission,"[""Poor fuel economy"", ""Rough idle""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P21A8,Reductant Level Sensor B Circuit,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P21A9,Reductant Level Sensor B Circuit Range/Performance,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P21AA,Reductant Level Sensor B Circuit Low,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
